sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
MNAT1_sg556	MNAT1	0.91895/0.98828	1.0077/1.0924	0.95361	1.0501	0.069515	0.0029924	3.0882	0.054878	0.32308	0.67692	0.64617	0.99897	True
PRPH2_sg688	PRPH2	0.91895/0.98828	1.0077/1.0924	0.95361	1.0501	0.069515	0.0029924	3.0882	0.054878	0.32308	0.67692	0.64617	0.99897	True
TMPRSS11E_sg867	TMPRSS11E	0.91895/0.98828	1.0077/1.0924	0.95361	1.0501	0.069515	0.0029924	3.0882	0.054878	0.32308	0.67692	0.64617	0.99897	True
ULBP1_sg884	ULBP1	0.91895/0.98828	1.0077/1.0924	0.95361	1.0501	0.069515	0.0029924	3.0882	0.054878	0.32308	0.67692	0.64617	0.99897	True
NonTarg_37	Control	14071/13926	14072/13947	13998	14010	0.0011645	9143.7	45332	0.053094	0.52117	0.47883	0.95766	0.99897	True
NKX3-2_sg584	NKX3-2	21956/22235	22197/22022	22096	22110	0.00090801	27154	71555	0.052007	0.52074	0.47926	0.95852	0.99897	True
CHD8_sg164	CHD8	18208/18224	18101/18356	18216	18229	0.00099766	16336	58990	0.051885	0.52069	0.47931	0.95862	0.99897	True
ANAPC4_sg017	ANAPC4	13172/13165	13026/13332	13169	13179	0.0011651	23469	42645	0.051525	0.52055	0.47945	0.95891	0.99897	True
NonTarg_39	Control	16037/16041	16089/16012	16039	16050	0.00099791	1471.3	51941	0.048699	0.51942	0.48058	0.96116	0.99897	True
MCM6_sg527	MCM6	13961/14079	13948/14112	14020	14030	0.0010643	10248	45401	0.04856	0.51936	0.48064	0.96127	0.99897	True
TCL1_sg839	TCL1	21789/21970	21895/21889	21879	21892	0.00083482	8150.4	70853	0.047579	0.51897	0.48103	0.96205	0.99897	True
POLR2C_sg645	POLR2C	15195/15210	15270/15114	15202	15192	-0.00095839	6161.7	49230	0.045503	0.48185	0.51815	0.96371	0.99897	False
PSMC3_sg711	PSMC3	9250.1/9441.1	9320.6/9355	9345.6	9337.8	-0.0012023	9414.8	30264	0.044754	0.48215	0.51785	0.9643	0.99897	False
FADS1_sg338	FADS1	23805/24069	23842/24007	23937	23925	-0.00075054	24139	77517	0.044717	0.48217	0.51783	0.96433	0.99897	False
CHD8_sg162	CHD8	13683/13638	13680/13623	13661	13651	-0.00097445	1317.6	44238	0.043857	0.48251	0.51749	0.96502	0.99897	False
NonTarg_51	Control	12827/12782	12762/12865	12805	12813	0.00099722	3129.6	41466	0.043483	0.51734	0.48266	0.96532	0.99897	True
TH_sg848	TH	20444/20416	20306/20532	20430	20419	-0.00076552	12983	66159	0.042136	0.4832	0.5168	0.96639	0.99897	False
SULT1E1_sg818	SULT1E1	9696.7/9527.1	9575.5/9663.1	9611.9	9619.3	0.0011136	9111.1	31127	0.042073	0.51678	0.48322	0.96644	0.99897	True
PHOX2B_sg630	PHOX2B	12243/11903	12097/12065	12073	12081	0.00096106	29187	39097	0.040691	0.51623	0.48377	0.96754	0.99897	True
ARHGEF4_sg056	ARHGEF4	12914/12767	12939/12758	12840	12849	0.00092836	13669	41582	0.040536	0.51617	0.48383	0.96767	0.99897	True
ATG5_sg068	ATG5	6377.5/6252.9	6155.3/6487.6	6315.2	6321.4	0.0014251	31487	24130	0.040184	0.51603	0.48397	0.96795	0.99897	True
NonTarg_25	Control	13350/13089	13179/13243	13219	13211	-0.00089382	17998	42809	0.039574	0.48422	0.51578	0.96843	0.99897	False
TRRAP_sg878	TRRAP	17380/16866	17104/17160	17123	17132	0.00076984	66810	59237	0.037553	0.51498	0.48502	0.97004	0.99897	True
GRIA1_sg402	GRIA1	15304/15382	15284/15385	15343	15335	-0.00077558	4029.2	49686	0.036996	0.48524	0.51476	0.97049	0.99897	False
NonTarg_87	Control	14371/14585	14615/14325	14478	14470	-0.00079441	32435	46886	0.036811	0.48532	0.51468	0.97064	0.99897	False
APOH_sg040	APOH	19865/19983	20101/19728	19924	19915	-0.00066721	38321	64521	0.036269	0.48553	0.51447	0.97107	0.99897	False
GCKR_sg378	GCKR	8771.3/9081.3	8875.2/8989.1	8926.3	8932.1	0.00093463	27272	28907	0.034028	0.51357	0.48643	0.97286	0.99897	True
NonTarg_46	Control	11377/11600	11352/11613	11489	11483	-0.0008042	29435	37206	0.033196	0.48676	0.51324	0.97352	0.99897	False
NKX3-2_sg585	NKX3-2	12370/12890	12648/12627	12630	12637	0.00083876	67785	49862	0.032896	0.51312	0.48688	0.97376	0.99897	True
HSD17B1_sg468	HSD17B1	14460/14555	14544/14457	14508	14501	-0.0006905	4154.9	46981	0.032029	0.48722	0.51278	0.97445	0.99897	False
SALL4_sg755	SALL4	10575/10384	10519/10452	10480	10485	0.00078611	10273	33937	0.031008	0.51237	0.48763	0.97526	0.99897	True
PSMD4_sg733	PSMD4	8496.6/8598.1	8568.8/8516.1	8547.3	8542.4	-0.00082225	3270.5	27679	0.029276	0.48832	0.51168	0.97664	0.99897	False
CHD8_sg166	CHD8	9688.4/9807.7	9612.8/9893.6	9748.1	9753.2	0.00075595	23262	31568	0.028759	0.51147	0.48853	0.97706	0.99897	True
KRT23_sg502	KRT23	13028/13048	13137/12928	13038	13033	-0.00061709	10996	42222	0.027137	0.48918	0.51082	0.97835	0.99897	False
ENTPD4_sg278	ENTPD4	8593.1/8500.2	8582.9/8519.4	8546.6	8551.1	0.00075891	3163.5	27677	0.027034	0.51078	0.48922	0.97843	0.99897	True
APOH_sg036	APOH	13785/13984	14042/13739	13885	13890	0.00058264	32886	44964	0.026451	0.51055	0.48945	0.9789	0.99897	True
RBFOX3_sg744	RBFOX3	13127/13465	13545/13035	13296	13290	-0.00066566	93577	59898	0.025063	0.49	0.51	0.98	0.99897	False
EFHD2_sg257	EFHD2	12398/12471	12390/12489	12435	12440	0.00055773	3767.5	40268	0.023962	0.50956	0.49044	0.98088	0.99897	True
VSX1_sg891	VSX1	10484/10322	10515/10282	10403	10399	-0.00060235	20101	33689	0.023661	0.49056	0.50944	0.98112	0.99897	False
DUSP3_sg241	DUSP3	12709/12621	12670/12669	12665	12670	0.00052307	1920.2	41015	0.02268	0.50905	0.49095	0.98191	0.99897	True
SATB2_sg765	SATB2	9035.1/9026	9100.9/8953	9030.5	9027	-0.00057016	5485.6	29244	0.020868	0.49168	0.50832	0.98335	0.99897	False
HSD17B1_sg466	HSD17B1	6723/6853.8	6707.5/6875.4	6788.4	6791.4	0.00064958	11317	21983	0.020622	0.50823	0.49177	0.98355	0.99897	True
EFHD2_sg255	EFHD2	13168/13386	13401/13146	13277	13273	-0.00045289	28165	42997	0.020099	0.49198	0.50802	0.98396	0.99897	False
ULBP1_sg886	ULBP1	15702/15413	15421/15703	15558	15562	0.00041303	40631	50381	0.019847	0.50792	0.49208	0.98417	0.99897	True
POLR2C_sg647	POLR2C	10877/10992	10861/11014	10934	10938	0.00048912	9156.3	35409	0.019705	0.50786	0.49214	0.98428	0.99897	True
SLC22A16_sg796	SLC22A16	12044/11634	12026/11644	11839	11835	-0.00048013	78583	51754	0.017318	0.49309	0.50691	0.98618	0.99897	False
TIAM1_sg857	TIAM1	8832.9/8864.9	8929.6/8773.9	8848.9	8851.7	0.00046104	6315.5	28656	0.01671	0.50667	0.49333	0.98667	0.99897	True
SLC22A16_sg793	SLC22A16	10178/10038	10181/10041	10108	10111	0.00042706	9826.9	32734	0.016542	0.5066	0.4934	0.9868	0.99897	True
CHD8_sg161	CHD8	19124/18968	18749/19335	19046	19042	-0.00031913	91909	71755	0.015727	0.49373	0.50627	0.98745	0.99897	False
ANXA7_sg027	ANXA7	12240/12210	12165/12279	12225	12222	-0.00034682	3468.1	39590	0.01477	0.49411	0.50589	0.98822	0.99897	False
MDFI_sg549	MDFI	23634/23712	23800/23554	23673	23677	0.00021744	16652	76662	0.012888	0.50514	0.49486	0.98972	0.99897	True
PHOX2B_sg628	PHOX2B	13528/13776	13319/13991	13652	13655	0.00036126	1.2818e+05	72198	0.012725	0.50508	0.49492	0.98985	0.99897	True
NonTarg_2	Control	10277/10417	10290/10400	10347	10345	-0.00024739	7879.7	33507	0.0096929	0.49613	0.50387	0.99227	0.99897	False
DECR2_sg204	DECR2	19708/19851	19901/19653	19779	19777	-0.00017393	20494	64052	0.0094217	0.49624	0.50376	0.99248	0.99897	False
EFNA2_sg266	EFNA2	10202/10127	10295/10031	10165	10163	-0.00019935	18818	32917	0.0077416	0.49691	0.50309	0.99382	0.99897	False
KRT23_sg509	KRT23	9199.6/9234.5	9365.9/9065.6	9217	9215.7	-0.00020404	22862	29848	0.0075453	0.49699	0.50301	0.99398	0.99897	False
APOH_sg037	APOH	10138/10297	10337/10100	10217	10219	0.00018892	20416	33088	0.0073565	0.50293	0.49707	0.99413	0.99897	True
MNAT1_sg554	MNAT1	20837/20906	20666/21080	20872	20873	0.0001022	44206	67590	0.0056877	0.50227	0.49773	0.99546	0.99897	True
C2CD2L_sg101	C2CD2L	12495/12042	12288/12251	12269	12270	0.00012495	51575	43678	0.005085	0.50203	0.49797	0.99594	0.99897	True
CDHR5_sg141	CDHR5	6903.1/6798.4	6930.2/6772.7	6850.8	6851.4	0.00014462	8946.2	22185	0.0046115	0.50184	0.49816	0.99632	0.99897	True
GNAI3_sg390	GNAI3	16115/16183	16176/16123	16149	16150	7.9856e-05	1873.5	52296	0.0039091	0.50156	0.49844	0.99688	0.99897	True
C2CD2L_sg107	C2CD2L	10119/10010	9872.8/10257	10064	10065	9.3857e-05	39887	35024	0.0034991	0.5014	0.4986	0.99721	0.99897	True
ATG5_sg066	ATG5	20301/20264	20164/20400	20283	20282	-4.6643e-05	14289	65682	0.0025586	0.49898	0.50102	0.99796	0.99897	False
NRXN1_sg610	NRXN1	12051/11925	11801/12176	11988	11988	2.7843e-05	39132	38925	0.0011728	0.50047	0.49953	0.99906	0.99906	True
